,text
538493,brfootball arsenal thieves are too cowardly to fight all wars so they take the youth of the world to the front to fight for themselves emma goldman zelenskiy ukraine kyiv russia ukrainian putin russian stopwar stopputin
539026,as clearly stated ukraine ukraine russia ukraine invasion ukraineunderattack ukraina ukraine ukraine
539305,driver in porridge kyiv ukraine
539413,⚡️poland at midnight closes its airspace for russian airlines
539460,prepare mothers for the death of their sons ukraine invasion russia invadedukraine russian ukraine war
539885,⚡️EU plans to freeze accounts of Putin and Lavrov writes financial times Voting should take place today ukraine ukraina ukraine ukraina
540109,"ukraine fuck the homeless with flowers no one will meet you and put them on the grave, but your corpses will perfectly fertilize them"
540380,selenskyj son of a bitch putin ukraine
540482,if you are traveling to latvia from ukraine with animals now simplified import of pets has been declared import is allowed without a microchip without rabies vaccines and without tests for it do not leave them away ukrainerussia
540602,ngukraine throw here your video messages from ongoing events video proofs no war ukrainerussia ukrainian odessa kyiv
540722,❗️Ministry of Russia the goal of the Russian operation is to hold the puppet regime in Kyiv accountable for the crimes committed
541102,"""Let's sit down at the negotiating table to stop the death of people"" ukraine zelenskiy"
541288,between checkpoint slavutich and mosquito on the belarusian-ukrainian border blew up the bridge across the dnieper ukraine ukraina ukraina ukraina
541337,"to the attention of the government of the russian federation, this is a secret Ukrainian military base well equipped with nato weapons, I recommend attacking it with several nuclear ballistic missiles thanks ❤️ ukraine russiaukraineconflict wwiii"
541479,between checkpoint slavutich and mosquito on the belarusian-ukrainian border blew up the bridge across the dnieper ukraine ukraina ukraina ukraina
541508,very brave people from tomsk
541655,Russia for Ukraine is Germany for the USSR in ukrainerussia
541778,front line in ukraine according to western resources russiaukrainewar
541818,destroyed on the march as a result of an air strike SAM APU Ukraine ukraine
542140,npugovua throw here your video messages from ongoing events video proofs no war ukrainerussia ukrainian odessa cyberattacks kyiv anonimous
542321,russian invasion on ukraine ukraineinvasion “where to hide in a tank” video from presumably melitopol
542743,if you are traveling to latvia from ukraine with animals now simplified import of pets has been declared import is allowed without a microchip without rabies vaccines and without tests for it do not leave them away ukrainerussia
543061,Austrian chancellor said that the EU summit agreed on the toughest package of sanctions against Russia in history
543146,❗️today russian troops lost more than soldiers inform su ukraine russia ukraine russiaukraineconflict ukrainerussie stoprussianaggression
543188,Prince Harry and Meghan Markle called on the world to respond to the war in ukraine ua
544297,a series of explosions sounded from the Kharkiv airport
544388,"""Let's sit down at the negotiating table to stop the death of people"" ukraine zelenskiy"
544403,russian invasion on ukraine ukraineinvasion “where to hide in a tank” video from presumably melitopol
545613,"⚡️ estonia will give ukraine additional military assistance, in particular javelin systems and anti-aircraft ammunition thanks friends ukraine ukraina ukraina ukraina"
545669,glory to ukraine rally near the russian embassy in riga ukraine russia russia ukraine conflict stoprussianaggression stopwar standwithukraine
545777,"very good text, it’s a pity that the Russians won’t read this ukraine ukraineunderattack ukrainewillresist ukrainerussiaconflict putinisawarcriminal"
545839,war is disgusting everyone who takes part in it is responsible for the end of non-war ukraine ukraine putin
545894,npugovua throw here your video messages from ongoing events video proofs no war ukrainerussia ukrainian odessa cyberattacks kyiv anonymous stoprussia
546196,"“I can’t say anything about panic because everyone is holed up in bunkers and the subway, the streets of Kyiv are almost empty,” Azer Amirov explained to ukraine mediaaz russiaukrainewar"
547107,Ukrainian Air Force shoots down a Russian Aerospace Forces fighter stopwar Ukraine stoprussianaggression standwithukraine ukraine
547217,"I was kicked in the mouth by the tank, I was on the very line of the video, presumably from under Melitopol, the driver miraculously escaped being on the line of fire ukraine ukraine"
547237,❗️ during the war you can never speak badly about your own even if they are wrong even if your country is wrong during the war you should not speak badly about it this is a very old simple and primitive principle but it is so russia russiaarmy
547331,German foreign minister confirmed that the EU will add Lavrov and Putin to the sanctions lists ukraine ukraina ukraine ukraina
547716,azerbaijan is with you friendly ukraine ukraine staystrongukraine stoprussianaggression
547818,spread this is very important stopwar nowarwithrussia ukraine stopthewar
547827,spread this is very important stopwar nowarwithrussia ukraine stopthewar
547863,spread this is very important stopwar nowarwithrussia ukraine stopthewar
547933,school in dokuchaevsk after shelling ukraine ukraina ukraina ukraina
548085,spread this is very important stopwar nowarwithrussia ukraine stopthewar
548137,spread this is very important stopwar nowarwithrussia ukraine stopthewar
548227,intel dell and lenovo announced the suspension of deliveries of their products to russia news ukraine news ukraine
548234,spread this is very important stopwar nowarwithrussia ukraine stopthewar
548257,spread this is very important stopwar nowarwithrussia ukraine stopthewar
548294,spread this is very important stopwar nowarwithrussia ukraine stopthewar
548336,spread this is very important stopwar nowarwithrussia ukraine stopthewar
548362,spread this is very important stopwar nowarwithrussia ukraine stopthewar
548442,spread this is very important stopwar nowarwithrussia ukraine stopthewar
548573,spread this is very important stopwar nowarwithrussia ukraine stopthewar
548645,spread this is very important stopwar nowarwithrussia ukraine stopthewar
548732,spread this is very important stopwar nowarwithrussia ukraine stopthewar
548930,we were ordered to shoot at civilians a Russian soldier who was wounded and taken prisoner near Kharkov told during interrogation that the command ordered his detachment to shoot at civilians ukraine
548985,spread this is very important stopwar nowarwithrussia ukraine stopthewar
549000,spread this is very important stopwar nowarwithrussia ukraine stopthewar
549179,spread this is very important stopwar nowarwithrussia ukraine stopthewar
549209,spread this is very important stopwar nowarwithrussia ukraine stopthewar
549241,spread this is very important stopwar nowarwithrussia ukraine stopthewar
549254,spread this is very important stopwar nowarwithrussia ukraine stopthewar
549400,Russians hit several foreign ships with missiles that were standing near the port in the Odessa region our telegram channel Odessa Odessa odesa odessa ukraine ukraine
549454,vicinity of the Gostomel airfield presumably evacuation of the wounded state affiliation unknown ukraine ukraina ukraina ukraina
549510,spread this is very important stopwar nowarwithrussia ukraine stopthewar
549525,spread this is very important stopwar nowarwithrussia ukraine stopthewar
549578,spread this is very important stopwar nowarwithrussia ukraine stopthewar
549968,spread this is very important stopwar nowarwithrussia ukraine stopthewar
549984,spread this is very important stopwar nowarwithrussia ukraine stopthewar
551776,kremlinrussiae mfarussia governmentrf russian ship go fuck yourself ukraine russia
552153,❗️The authorities in Snigirevka of the Nikolaev region report that half an hour ago the invaders fired at the positions of the Armed Forces of Ukraine there is information about four wounded
552216,they are blackmailing the whole world and they are silent quoting the med of russia possible adoption of sweden and finland in nato will require retaliatory steps russia finished ukrainerussia
552289,"⚡️Russian Foreign Ministry warns that if Sweden and Finland are admitted to NATO, Russia will be forced to take retaliatory steps Putin Ukraine is not going to stop russia putinswar"
552414,"in Kyiv, anti-tank missiles are issued to the defense fighters ukraine russiaukraineconflict ukrainerussie stopthewar warinukraine"
552543,❗️the Russian army fired from the city at the orphanage in Vorzel there were children in the room Prosecutor General Irina Venediktova russiaukraineconflict
552759,it's time for russians to kick out putin and get free otherwise western sanctions would destroy your economy rt protesters around the world condemn putin's military invasion express solidarity with ukraine ukraine ukraine
552793,"Moscow is determined to have a dialogue with Ukraine “Despite everything done by the Kiev regime, the decision on contacts has been made”"
552976,⚡pope francis personally came to the russian embassy in the vatican to express his concern about the war ukraine russia ukrainarussia war no war
553276,damn putin kids strollers dogs cats hipsters pensioners the people of Kiev are going to spend the night at metro stations in a couple of hours there will be nowhere to sit ukraine
553325,belarus ukraine russia darkness creeps on ukraine illuminated by freedom where the darkness touches it there is an unsightly picture - blackness but the light of freedom all the same you want to live free meanness destroy the meanness climbing with tanks on the lands of ukraine ukrainians go into battle do not hide behind their backs
553503,we were ordered to shoot at civilians a Russian soldier who was wounded and taken prisoner near Kharkov told during interrogation that the command ordered his detachment to shoot at civilians ukraine
553612,spread this is very important stopwar nowarwithrussia ukraine stopthewar
553716,spread this is very important stopwar nowarwithrussia ukraine stopthewar
554106,"after the announcement of an air alert in Kyiv, there were even more people at the metro stations ukraine kyiv"
554407,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
554417,spread this is very important stopwar nowarwithrussia ukraine stopthewar
554680,"in Kyiv, anti-tank missiles are issued to the defense fighters ukraine russiaukraineconflict ukrainerussie stopthewar warinukraine"
554943,spread this is very important stopwar nowarwithrussia ukraine stopthewar
555283,"❗️ to everyone who is panicking because Russian tanks are already on the outskirts of Kyiv, we want to remind you that in formidable tanks we reached the city center and regretted it very much with a strong desire, you can always turn the tide of the war, the main thing is not to give up ukraine kiev ukraine warinukraine"
555323,ukraine kiev encircled surrenderukraine surrender nato puppets now loose z v o citizens of ukraine urge the military to lay down their arms and everything will be over peacefully zelenskyyua surrender
555374,we were ordered to shoot at civilians a Russian soldier who was wounded and taken prisoner near Kharkov told during interrogation that the command ordered his detachment to shoot at civilians ukraine
555402,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
555665,"⚡️ the council of europe stops russia's membership in the organization - a vote will be held in the evening, but as the consensus is stated, there is already a European truth writes ukraine ukraina ukraina ukraina"
556073,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
556074,we were ordered to shoot at civilians a Russian soldier who was wounded and taken prisoner near Kharkov told during interrogation that the command ordered his detachment to shoot at civilians ukraine
556217,spread this is very important stopwar nowarwithrussia ukraine stopthewar
556351,"⚡️Russian Foreign Ministry warns that if Sweden and Finland are admitted to NATO, Russia will be forced to take retaliatory steps Putin Ukraine is not going to stop russia putinswar"
556394,there are reports that Gordon left Kyiv Kyiv ukraine
556519,kiev metro children ukraine ukraine kiev kiev russiaukrainewar stopthewar
556593,spread this is very important stopwar nowarwithrussia ukraine stopthewar
556600,guys from ukraine those who are in poland or who are going to poland if you need help write us we will help we will try to stick together ukraine ukrainian ukrainianinpolish saveukraine helpinpolish kiev kharkiv zaporizhzhya odessa lviv
556818,spread this is very important stopwar nowarwithrussia ukraine stopthewar
557075,❗️intel dell and lenovo suspended deliveries of products to russia standwithukraine ukrainewar
557119,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
557148,spread this is very important stopwar nowarwithrussia ukraine stopthewar
557583,we were ordered to shoot at civilians a Russian soldier who was wounded and taken prisoner near Kharkov told during interrogation that the command ordered his detachment to shoot at civilians ukraine
557849,a missile attack on the airfield in rostov shows that ukrainian missiles can perfectly fly over the border with russia and hit targets on its territory;
557881,interrogation of a wounded Russian soldier I want to focus on the phrases of a Russian soldier we had an order to shoot at civilians and my Russians shot me you are worse than fascists you have no honor ukrainerussia russiaterroriststate russiaterrorist russia prisoner
557920,"now in Kyiv it’s beautiful and almost spring weather when you walk under the bright sun, and even more so when it’s so quiet, you believe more and more that good will win ukraine kyiv"
557941,saw beacon broke beacon ukraine ukraine ukraine Kyiv Kyiv kyiv
558066,putin needs to attack ukraine because otherwise nato will attack us also putin needs to attack ukraine because nato does not want to fight us to protect it standwithukraine ukrainerussia ukraine
558278,⚡️ thousands of Chechens are ready to fight for Russia the lists have already been drawn up - kadyrov like this guys ukraine chechnya kadyrov ukraine russieukraine
558471,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
558502,nato surrounds russia to finish it off - communist party of south africa southafrica russia nato ukraine
559083,a bridge was blown up at the Kiev hydroelectric power station
559151,"in odessa, the territorial defense was completed overnight, new volunteers are sent home, but new units will be formed soon our telegram channel odessa odessa odessa ukraine ukraine ukraine"
559178,Ukrainian volunteers created a website for those who want to evacuate from the war zone our telegram channel odessa odessa odesa odessa ukraine ukraine
559194,interrogation of a wounded Russian soldier I want to focus on the phrases of a Russian soldier we had an order to shoot at civilians and my Russians shot me you are worse than fascists you have no honor ukrainerussia russiaterroriststate russiaterrorist russia prisoner
559212,go fuck yourself putin russia
559872,burning SBU building in Chernihiv ukraine ukraina ukraina ukraina
559927,spread this is very important stopwar nowarwithrussia ukraine stopthewar
560499,"the military of the russian federation is demoralized and, if possible, surrenders, the ground forces of the apu report this, they already understood that Putin threw them in our power to crush the enemy, turn on the hymns let them see when they step into your city that they are finished news ukraine news ukraine"
560701,killer putin commits crimes against humanity he kills innocent people and children
561034,we were ordered to shoot at civilians a Russian soldier who was wounded and taken prisoner near Kharkov told during interrogation that the command ordered his detachment to shoot at civilians ukraine
561179,spread this is very important stopwar nowarwithrussia ukraine stopthewar
561413,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
561515,Putin's statements about the course of the special operation war in the Donbass Ukraine ukraine
561792,how can the Russians then wash themselves off from this damn Putin and United Russia ukraine no war no war Ukraine stand with ukraine
561932,"in hours in Tbilisi, a protest action will be held near the government administration; it is organized by the political party ""Droa"" ukraine source © netgazeti"
562027,girlfriend almost cried yesterday she was in Kiev all night in the underground parking ukraine ukrainerussia
562127,interrogation of a wounded Russian soldier I want to focus on the phrases of a Russian soldier we had an order to shoot at civilians and my Russians shot me you are worse than fascists you have no honor ukrainerussia russiaterroriststate russiaterrorist russia prisoner
562133,interrogation of a wounded Russian soldier I want to focus on the phrases of a Russian soldier we had an order to shoot at civilians and my Russians shot me you are worse than fascists you have no honor ukrainerussia russiaterroriststate russiaterrorist russia prisoner
562257,spread this is very important stopwar nowarwithrussia ukraine stopthewar
562333,duma net co-owner of the private port yew located in the south egor grebennik allocated a million hryvnia to help the country's defense our telegram channel odessa odessa odesa odessa ukraine ukraine ukraine
563050,enemy tanks were destroyed near mariupol our telegram channel odessa odessa odesa odessa ukraine ukraine ukraine
563127,⚡️Russians are shelling residential areas of Kharkiv from multiple rocket launchers
563290,putin ukraina russia ukraineconflict putin is cheating in ukraine more than kissing his girlfriend alina kabaeva and asking the ukrainian army to seize power in the capital kiev🥸
563636,❗️Russian warship go fuck yourself the last video with our heroes on the snake island who did not surrender to the enemy on it they are still alive we will not forget we will not forgive ukrainian ukrainian kharkiv odessa kiev kyiv putin wwlll stopwar sondaki̇ka
564356,footage of the interrogation of a captured Russian soldier turns out to be him the officers said that Ukraine attacked Russia russia ukraine
564425,rianru in fight and the stick is good russiainvadedukraine stoprussianaggression stoprussia russiaukrainewar
565568,we were ordered to shoot at civilians a Russian soldier who was wounded and taken prisoner near Kharkov told during interrogation that the command ordered his detachment to shoot at civilians ukraine
565626,damn putin kids strollers dogs cats hipsters pensioners the people of Kiev are going to spend the night at metro stations in a couple of hours there will be nowhere to sit ukraine
565727,friends who are now fleeing from ukraine to moldova thread from everything i know being here ukraine moldova
565979,kremenchuk kremenchuk no war ukraine stopwar ❗guys please be careful today and kremenchuk will not bypass it hold on
566377,we were ordered to shoot at civilians a Russian soldier who was wounded and taken prisoner near Kharkov told during interrogation that the command ordered his detachment to shoot at civilians ukraine
566475,interrogation of a wounded Russian soldier I want to focus on the phrases of a Russian soldier we had an order to shoot at civilians and my Russians shot me you are worse than fascists you have no honor ukrainerussia russiaterroriststate russiaterrorist russia prisoner
566994,spread this is very important stopwar nowarwithrussia ukraine stopthewar
567161,"now in Kyiv it’s beautiful and almost spring weather when you walk under the bright sun, and even more so when it’s so quiet, you believe more and more that good will win ukraine kyiv"
569503,wwiii russiaukraineconflict ukrainerussie ukrainecrisis nowar donbass biden putin nowarinukraine ucrainarussia military expert russia encountered serious resistance from ukrainians
569862,Russian people wake up to you lies from everywhere Putin is your enemy you stand up to defend your homeland about the fascist Putin Russiacountryaggressor Russia Ukraine ukraine
569903,⚡️ the queue for machine guns at the point of issue of weapons in Kyiv ukraine kiev ukraine kiev russiaukraineconflict warinukraine
569924,"russian invasion on ukraine ukraineinvasion Critical infrastructure at Chernobyl nuclear power plant not damaged Major maintenance work continues, European Bank for Reconstruction and Development says"
570097,"""Let's sit down at the negotiating table to stop the death of people"" ukraine zelenskiy"
570134,"Kyiv is preparing to repel the attack of Russian invaders on Obolon, weapons are being distributed to everyone directly from trucks stopwar Ukraine stoprussianaggression standwithukraine ukraine kyiv"
570308,meduzaproject putin needs to attack ukraine because otherwise nato will attack us also putin needs to attack ukraine because nato will not fight us to protect it logic standwithukraine ukrainerussia ukraina
570595,"it is not the Kyiv regime that is fighting against the Russian invaders, not the Kyiv junta, not the Nazis who seized power, but the entire Ukrainian people wojna war war ukraine ukraineunderattack"
570710,Minister of Health spoke about the shelling of hospitals and emergency aid
570961,"the only thing that can be said about Putin's actions in ukraine is no war, special operations and dacto"
571641,"at the entrances to Kharkov, the enemy stupidly loses all his equipment ukraine ukrainerussia ukrainewar ukrainerussie"
571851,"⚡️ as a result of Russian shelling in the Kiev region, four civilians were killed and the chairman of the Kiev regional police was injured news ukraine news ukraine"
571889,even the shoes ran away lost news ukraine news ukraine
571919,"unicef ​​escalation poses a threat to the life and well-being of millions of ukrainian children avdiivka, donetsk region of ukraine"
571940,Russian UBKh and pass through the village of Priazovskoye in the direction of Berdyansk and Mariupol ukraine ukraina ukraina ukraina
572075,ltagainstru russiaun midrf rusembassyiraq rusembiran rusembksa rusembsyria israelmidru rusembturkey tassagency rtrussian wa says that there is higher education soviet russiaukraineconflict
572345,destroyed mtlb in the Sumy region ukraine ukraina ukraina ukraina
572539,spread this is very important stopwar nowarwithrussia ukraine stopthewar
572956,bucha kiev region shooting at civilians ukraine ukraine
573003,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
573138,bucha kiev region shooting at civilians ukraine ukraine
573425,affected children - Putin will hear ukraine ukraina ukraine ukraina
573572,duma net co-owner of the private port yew located in the south egor grebennik allocated a million hryvnia to help the country's defense our telegram channel odessa odessa odesa odessa ukraine ukraine ukraine
573582,children turned to Putin news ukraine news ukraine
573940,in Kyiv so far we are quietly preparing to destroy enemies glory to ukraine in Kyiv warinukraine kyiv ukraine ukraine
573973,bucha kiev region shooting at civilians ukraine ukraine
574018,"we saw some of the beautiful cities of Russia, look at kiev kharkov lions and other kharkov lions Kyiv ukraine ukrainerussia ukraine russiaukraineconflict"
574152,belarus ukraine russia the dream of russia is sweeter year by year the russian idea joyfully played in the box atrocities are committed without obstacles enlightenment without god the kremlin roams around prints systematic delirium absorbs light without a trace
574418,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
574547,destroyed mtlb in the Sumy region ukraine ukraina ukraina ukraina
574927,⚡️ the queue for machine guns at the point of issue of weapons in Kyiv ukraine kiev ukraine kiev russiaukraineconflict warinukraine
575015,damn putin kids strollers dogs cats hipsters pensioners the people of Kiev are going to spend the night at metro stations in a couple of hours there will be nowhere to sit ukraine
575251,russian military shelled a hospital in ugldar Donetsk region kindergarten bomb shelters residential area in akhtyrka Sumy region civilians on the outskirts of kherson this is the russian world this is shelling only military structures ukraine russiainvadedukraine stopputin
576388,and another one from the regular part of the russian federation came
576690,Russian people this is Zelensky's impressive speech for you listen carefully don't judge loving each other russia makelovenotwar weareukraine rusembassynl kremlinrussiae kremlinrussia russiantimesnew loegantsjane novajagazeta russianpeople
576783,sold out for McDonald's now for visas to Europe and apple pay disgrace russia ukraineinvasion
577211,"I don’t know who the author is, if you know, write me please thank you, I want to say for such poems the thoughts of a redheaded redhead russia raksha juliaraksha"
577934,❗️ padded Tunguska occupiers presumably on the outskirts of Kharkov russiaukraineconflict russiaukrainewar
577988,⚡️the storming of kharkov has begun - local residents report fighting on the western and northern outskirts of kharkov there is a strong shooting battle ukraine russia ukrainarussia war no war
578488,ukraina russia rkadyrov we know well sheikh shamil dudayev yandarbiev radiev maskhadov and you should also know what one Russian proverb says what a beard does if there is no mind I write clearly fuck your beard
578679,spread this is very important stopwar nowarwithrussia ukraine stopthewar
578890,"Nikita Poturaev, a regular in the television show chief propaganda head of the information policy committee, the servant of the people, sends warm greetings to everyone from the vein and calls on everyone to shoot back to the last bullet ukraine ukrainerussia ukraina"
579076,members of the Committee of Ministers voted for a joint Ukrainian-Polish proposal to suspend Russia's membership in the Council of Europe
579112,spread this is very important stopwar nowarwithrussia ukraine stopthewar
579266,"Russian aggressors fired on two ships in the Black Sea near the port of Yuzhny, one ship sailed under the flag of Panama, another one flew under the flag of Moldova, updated information about this was published by the Ministry of Infrastructure of Ukraine russia ucraina"
579312,spread this is very important stopwar nowarwithrussia ukraine stopthewar
579441,we were ordered to shoot at civilians a Russian soldier who was wounded and taken prisoner near Kharkov told during interrogation that the command ordered his detachment to shoot at civilians ukraine
580038,this is how the missile guidance beacons look like they saw broken
580039,spread this is very important stopwar nowarwithrussia ukraine stopthewar
580196,according to what fucking polls did they interview the Putin elite who hear us the Russians want peace and do not support this special operation stopwar russiaukraineconflict no war
581490,damn putin kids strollers dogs cats hipsters pensioners the people of Kiev are going to spend the night at metro stations in a couple of hours there will be nowhere to sit ukraine
581977,"a new war has begun and journalists, activists and human rights activists in ukraine and russia can protect themselves from surveillance and censorship on the Internet using tor 🧵ukraine ukrainerussia"
582101,"I duplicate the post from my cart about the bombing, only my conclusions, judging by what the leaders of other countries said, but please, even if you are in Russia, take care of yourself russiaukraineconflict stopthewar no war"
582256,russia ukraine conflict russian flag flying over ukraine
582902,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
582988,DPR fighters hoist flags on administrative buildings in Nikolaevka ukraine ucraina ukrainerussia ukraina hashtags for our readers from Warsaw
583107,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
583458,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
583572,"❗️In the Kiev region, the invaders change into civilian clothes and disperse throughout the territory, provocations are possible ukraine kiev ukraine kiev russiaukraineconflict warinukraine stopputin"
583660,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
583878,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
584397,⚡️ Russian armed forces shelled a hospital in Melitopol a shell hit the oncology department ukraine
584455,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
584477,⚡️Eurovision organizers said that Russia will not be able to take part in this year's contest
584574,i am a citizen of russia i live all my life in moscow and i am ukrainian by nationality my parents are both ukrainian and all my grandparents are ukrainian by education i am a lawyer so stopputin ukraine no war stopwar ukraine stoprussianaggression putinavgaagu
584671,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
584953,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
584959,"a new war has begun and journalists, activists and human rights activists in ukraine and russia can protect themselves from surveillance and censorship on the Internet using tor 🧵ukraine ukrainerussia"
585127,❗️the column with the letter v is waiting for the order to advance in Gomel russiaukrainewar
585129,"this is how missile guidance beacons look like if you see it, then immediately break the stopwar stoprussianaggression standwithukraine ukraine ukraine ukraine"
585270,❗️❗️German Finance Minister said that Berlin is ready to disconnect Russia from swift earlier Germany opposed such an action russia
585292,"odessa russia russia ukraine no betrayal of russian interests decommunization should not stop halfway through Donbass was on fire for no reason odessa was on fire generations of Russian soldiers fought, including right now Russian paratroopers in gostomel stood for the wrong thing"
586060,briefly about help from the EU and the USA stop war Zelensky stop putin's russia russiainvadedukraine russiaukrainewar
586145,abandoned Russian equipment on the way to Kharkov russiaukraineconflict ukraine russia conflict russia ukraine wwiii
586477,❗️ Russian troops landed in Nikolaev fighting is going on ukraina ukrainian kharkiv odessa kiev kyiv kiew lavrov zelenskiy putin wwlll stopwar sondaki̇ka stopputin ukrainerussia ukraynarusya
587042,❗️ Russian troops landed in Nikolaev fighting is going on ukraina ukrainian kharkiv odessa kiev kyiv kiew lavrov zelenskiy putin wwlll stopwar sondaki̇ka stopputin ukrainerussia ukraynarusya
587173,⚡️occupiers shelled a hospital in melitopol a shell hit the oncology department ukraine ukraine russia russiaukraineconflict
587201,❗️ Russian troops landed in Nikolaev fighting is going on ukraina ukrainian kharkiv odessa kiev kyiv kiew lavrov zelenskiy putin wwlll stopwar sondaki̇ka stopputin ukrainerussia ukraynarusya
587254,carta abierta al presidente ruso comrade putin remember that mexico and rusia are friendly countries almost sisters so for everything that can happen in the near future I show you the correct and exact coordinates of who is beating the shit out of you
587259,ukrainian air force shoots down a fighter jet orcs glory of ukraine say hello to lenin bastard stoprussia putinhuilo russiaukrainewar
587933,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
588145,roskomnadzor restricts access to facebook due to human rights violation finally thanks roscomnadzor russiaforward russia moscow meta instagram media freedom ukraine war no war kyiv lnr dnr Donetsk luhansk donbass donbass
588148,⚡️the council of europe officially suspended the membership of the russian federation in the cabinet of the council of europe and the state
588488,"despite the message about the breakthrough of the defense in the vicinity of Kherson, fighting continues video from the village of Kindiyka located very close to the source"
588632,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
588732,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
588794,"❗️In the Kiev region, the invaders change into civilian clothes and disperse throughout the territory, provocations are possible ukraine kiev ukraine kiev russiaukraineconflict warinukraine stopputin"
588838,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
588844,in swift we bite the teeth the minister of foreign affairs about a full-scale attack on the Russian Federation on the diplomatic front our telegram channel odessa odessa odesa odessa ukraine ukraine ukraine
589730,Zelensky Zelensky I didn't think I would say this but you are the best President of Ukraine thanks ukraine russiaukraineconflict stopwar russia ukrainewar banrussiafromswift ukrainerussiaconflict
590671,russian news as a separate type of cringe show allegedly captured a guy from the apu ask him some questions listen to the answers atmosphere topchik interrogation looks like they sat down to tea with him to drink another proof that cinema is not your thing russians russia
590795,"❗️Chinese companies have temporarily stopped buying oil from Russia, the supplies of which are shipped by sea from the Far Eastern ports Bloomberg reports this pause is due to the fact that the Chinese side wants to assess the possible consequences of Russia's military operation in Ukraine russia china"
591957,duma net co-owner of the private port yew located in the south egor grebennik allocated a million hryvnia to help the country's defense our telegram channel odessa odessa odesa odessa ukraine ukraine ukraine
592078,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
592263,please if anyone from odessa help my friend has not been in touch since yesterday his name is misha i don’t know his real name if suddenly someone knows he saw him please write odessa ukraine no stopthewar
592655,two men were wounded in the Petrovsky district of Donetsk during shelling from the APU ukraine euromaidan maidan coupdetat nazism neonazism fascism terror terrorism warcrime stopkilling donbass
592796,russian invasion on ukraine ukraineinvasion reports that a tractor plant is on fire in Kharkov
593698,they shot the hospital in melitopol the russians protest what are you waiting for ukraineinvasion ukrainewar ukraineunderattack no standwithukraine war
593770,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
593837,the next Budapest memorandum will be concluded in this way russia renounces nuclear weapons and the usa great britain and ukraine guarantee its sovereignty ukraine ukraineunderattack ukrainewillresist
594082,"there are victims, of course they are, but those who tell you little that you don’t bear much at all is not a sport and no competition, this is its war ukrainerussia ukrainewar"
594155,Russia intends to overthrow the government in Kiev with the help of its military men dressed in uniforms of the Armed Forces of Ukraine and then put the OPJU at the head of Ukraine ukraine slavaukraini
